"roce","","0.16","0.1","0.09","0.1","0.02","0.13","0.12","0.14","0.14","0.12","0.12","0.14","0.19","0.22","0.17","0.15","0.22","0.25","0.23"
"rotce","","0.8100000000000001","0.51","0.46","0.44","0.08","0.41","0.38","0.44","0.39","0.3","0.26","0.28","0.39","0.45","0.32","0.26","0.35","0.39","0.36"
"gross_margin","0.19","0.21","0.19","0.2","0.21","0.13","0.2","0.2","0.2","0.21","0.21","0.24","0.26","0.28","0.29","0.25","0.22","0.28","0.3","0.29"
"ebitda_margin","0.1","0.14","0.11","0.1","0.12","0.04","0.13","0.11","0.11","0.11","0.11","0.13","0.14","0.17","0.18","0.15","0.12","0.18","0.2","0.19"
"operating_margin","0.08","0.1","0.09","0.07000000000000001","0.08","0.02","0.11","0.09","0.09","0.09","0.08","0.1","0.12","0.14","0.16","0.12","0.09","0.14","0.16","0.15"
"pretax_margin","0.08","0.03","0.04","0.03","0.03","-0.03","0.08","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.07000000000000001","0.09","0.11","0.13","0.11","0.08","0.13","0.14","0.13"
"net_income_margin","0.03","0.02","0.02","0.01","0.02","-0.02","0.05","0.04","0.04","0.04","0.04","0.05","0.06","0.08","0.1","0.08","0.06","0.1","0.11","0.1"
"fcf_margin","0.1","0.08","","0.01","0.1","-0.01","0.12","0.05","0.02","0.05","0.07000000000000001","0.06","0.11","0.09","0.08","0.11","0.03","0.19","0.01","0.07000000000000001"
"assets_to_equity","","4.46","4.4","4.28","3.92","3.11","2.84","3.5","3.68","4.16","6.32","5.89","5.55","5.62","5.74","5.02","4.78","4.37","5","4.85"
"equity_to_assets","","0.22","0.23","0.23","0.25","0.32","0.35","0.29","0.27","0.24","0.16","0.17","0.18","0.18","0.17","0.2","0.21","0.23","0.2","0.21"
"debt_to_equity","","2.15","1.94","1.86","1.61","1.18","0.99","1.16","1.4","1.67","3.14","2.78","2.58","2.54","2.59","1.97","1.83","1.36","1.91","1.8"
"debt_to_assets","","0.48","0.44","0.43","0.41","0.38","0.35","0.33","0.38","0.4","0.5","0.47","0.47","0.45","0.45","0.39","0.38","0.31","0.38","0.37"
"revenue_per_share","13.13","16.23","25.34","29.07","25.65","34.81","31.03","32.96","39.06","43.03","44.17","44.99","46.48","57.26","66.47","72.76000000000001","94.45","105.81","129.11","136.53"
"ebitda_per_share","1.27","2.29","2.89","3.04","3.18","1.56","3.97","3.6","4.38","4.74","4.81","5.64","6.69","9.550000000000001","12.24","11.26","11.75","18.76","25.5","25.46"
"operating_income_per_share","1.1","1.68","2.16","2.11","2.17","0.6","3.33","2.95","3.59","3.79","3.65","4.38","5.36","7.92","10.34","9.07","8.93","15.23","20.96","20.62"
"pretax_income_per_share","1.08","0.51","1.01","0.87","0.68","-0.99","2.52","2.26","2.75","2.9","2.92","3.31","3.96","6.54","8.77","7.76","7.36","13.68","18.56","17.91"
"fcf_per_share","1.29","1.3","0.09","0.25","2.53","-0.51","3.62","1.8","0.77","2.35","2.89","2.9","4.92","4.95","5.52","7.86","2.9","20.16","1.4","9.390000000000001"
"book_value_per_share","","5.85","6.97","7.37","7.94","13.12","11.99","10.26","10.38","9.56","7.39","9.119999999999999","10.48","10.75","12.1","16.29","20.44","26.67","26.7","30.08"
"tangible_book_per_share","","-10.8","-11.43","-10.8","-9.699999999999999","-7.6","-4.7","-6.62","-6.85","-8.119999999999999","-10.77","-9.99","-9.52","-11.04","-10.87","-7.39","-5.22","1.2","-5.77","-3.47"
"payout_ratio","","","","","","","","0.18","0.38","0.55","0.57","0.47","0.39","0.21","0.15","0.17","0.18","0.1","0.09","0.09"
"revenue_growth","","0.24","0.5600000000000001","0.15","-0.12","0.13","0.12","0.05","0.13","0.06","-0.02","-0.05","0.06","0.21","0.08","0.04","0.31","0.11","0.17",""
"gross_profit_growth","","0.4","0.41","0.16","-0.06","-0.29","0.74","0.06","0.13","0.07000000000000001","0.01","0.04","0.15","0.31","0.12","-0.08","0.15","0.38","0.29",""
"ebitda_growth","","0.8100000000000001","0.26","0.05","0.04","-0.59","2.19","-0.1","0.16","0.04","-0.03","0.09","0.21","0.4","0.2","-0.12","0.06","0.59","0.3",""
"operating_income_growth","","0.53","0.28","-0.02","0.03","-0.77","5.97","-0.12","0.16","0.01","-0.08","0.11","0.25","0.45","0.22","-0.16","","0.7","0.32",""
"pretax_income_growth","","-0.53","0.97","-0.14","-0.22","-2.22","4.18","-0.11","0.16","0.01","-0.04","0.05","0.23","0.63","0.25","-0.16","-0.04","0.85","0.3",""
"net_income_growth","","-0.22","0.82","-0.26","0.04","-2.2","4","-0.11","0.2","-0.02","-0.05","0.14","0.24","0.84","0.27","-0.16","-0.03","0.84","0.26",""
"eps_diluted_growth","","-0.22","0.82","-0.26","0.03","-2.47","3.34","-0.09","0.26","0.02","-0.01","0.22","0.22","0.87","0.36","-0.11","-0.04","0.85","0.32",""
"shares_diluted_growth","","","","","","-0.17","0.25","-0.01","-0.05","-0.04","-0.05","-0.07000000000000001","0.02","-0.02","-0.07000000000000001","-0.05","0.01","-0.01","-0.04",""
"cash_and_equiv_growth","","","-0.23","0.17","0.73","0.11","0.72","-0.35","0.11","-0.2","0.76","0.03","0.08","-0.37","0.15","0.37","-0.39","0.68","-0.44",""
"ppe_growth","","","0.29","0.03","-0.37","-0.23","0.16","0.43","0.44","0.13","0.29","0.41","0.07000000000000001","0.12","0.38","0.08","0.1","0.16","0.18",""
